db_name,table_schema,table_name,table_comment,column_position,column_name,data_type,is_nullable,column_default,column_comment,constraint_type,constraint_name
visary_webapi_db,Base,ObjectPermission,,1,ID,int4,NO,,,PRIMARY KEY,PK_ObjectPermission
visary_webapi_db,Base,ObjectPermission,,2,Title,varchar(255),YES,,,,
visary_webapi_db,Base,ObjectPermission,,3,ObjectType,text,YES,,,,
visary_webapi_db,Base,ObjectPermission,,4,Criteria_Scheme,text,YES,,,,
visary_webapi_db,Base,ObjectPermission,,5,Criteria_Expression,text,YES,,,,
visary_webapi_db,Base,ObjectPermission,,6,Disabled,bool,NO,,,,
visary_webapi_db,Base,ObjectPermission,,7,Priority,int4,NO,,,,
visary_webapi_db,Base,ObjectPermission,,8,UserGroupID,int4,YES,,,FOREIGN KEY,FK_ObjectPermission_UserGroup_UserGroupID
visary_webapi_db,Base,ObjectPermission,,9,ReadOnlyProperties,_text,YES,,,,
visary_webapi_db,Base,ObjectPermission,,10,Hidden,bool,NO,,,,
visary_webapi_db,Base,ObjectValidationRule,,1,ID,int4,NO,,,PRIMARY KEY,PK_ObjectValidationRule
visary_webapi_db,Base,ObjectValidationRule,,2,Title,varchar(255),YES,,,,
visary_webapi_db,Base,ObjectValidationRule,,3,ObjectType,text,YES,,,,
visary_webapi_db,Base,ObjectValidationRule,,4,Criteria_Scheme,text,YES,,,,
visary_webapi_db,Base,ObjectValidationRule,,5,Criteria_Expression,text,YES,,,,
visary_webapi_db,Base,ObjectValidationRule,,6,Priority,int4,NO,,,,
visary_webapi_db,Base,ObjectValidationRule,,7,UserGroupID,int4,YES,,,FOREIGN KEY,FK_ObjectValidationRule_UserGroup_UserGroupID
visary_webapi_db,Base,ObjectValidationRule,,8,Hidden,bool,NO,,,,
visary_webapi_db,Base,ObjectValidationRule_Rules,,1,ID,int4,NO,,,PRIMARY KEY,PK_ObjectValidationRule_Rules
visary_webapi_db,Base,ObjectValidationRule_Rules,,2,Name,varchar(255),YES,,,,
visary_webapi_db,Base,ObjectValidationRule_Rules,,3,Rule,int4,NO,,,,
visary_webapi_db,Base,ObjectValidationRule_Rules,,4,OwnerID,int4,NO,,,FOREIGN KEY,FK_ObjectValidationRule_Rules_ObjectValidationRule_OwnerID
visary_webapi_db,Base,ObjectValidationRule_Rules,,5,SortOrder,float8,NO,,,,
visary_webapi_db,Base,ProfileAccess,,1,ID,int4,NO,,,PRIMARY KEY,PK_ProfileAccess
visary_webapi_db,Base,ProfileAccess,,2,ProfileMnemonic,text,YES,,,,
visary_webapi_db,Base,ProfileAccess,,3,Hidden,bool,NO,,,,
visary_webapi_db,Base,Role,,1,ID,int4,NO,,,PRIMARY KEY,PK_Role
visary_webapi_db,Base,Role,,2,Title,varchar(255),YES,,,,
visary_webapi_db,Base,Role,,3,Hidden,bool,NO,,,,
visary_webapi_db,Base,Role_Permissions,,1,ID,int4,NO,,,PRIMARY KEY,PK_Role_Permissions
visary_webapi_db,Base,Role_Permissions,,2,ObjectType,text,YES,,,,
visary_webapi_db,Base,Role_Permissions,,3,AllowRead,bool,NO,,,,
visary_webapi_db,Base,Role_Permissions,,4,AllowWrite,bool,NO,,,,
visary_webapi_db,Base,Role_Permissions,,5,AllowCreate,bool,NO,,,,
visary_webapi_db,Base,Role_Permissions,,6,AllowDelete,bool,NO,,,,
visary_webapi_db,Base,Role_Permissions,,7,OwnerID,int4,NO,,,FOREIGN KEY,FK_Role_Permissions_Role_OwnerID
visary_webapi_db,Base,Role_Permissions,,8,SortOrder,float8,NO,,,,
visary_webapi_db,Base,Role_Permissions_PropertyPermissions,,1,ID,int4,NO,,,PRIMARY KEY,PK_Role_Permissions_PropertyPermissions
visary_webapi_db,Base,Role_Permissions_PropertyPermissions,,2,PropertyName,text,NO,,,,
visary_webapi_db,Base,Role_Permissions_PropertyPermissions,,3,AllowRead,bool,NO,,,,
visary_webapi_db,Base,Role_Permissions_PropertyPermissions,,4,AllowWrite,bool,NO,,,,
visary_webapi_db,Base,Role_Permissions_PropertyPermissions,,5,OwnerID,int4,NO,,,FOREIGN KEY,FK_Role_Permissions_PropertyPermissions_Role_Permissions_Owner~
visary_webapi_db,Base,Role_Permissions_PropertyPermissions,,6,SortOrder,float8,NO,,,,
visary_webapi_db,Base,Substitute,,1,ID,int4,NO,,,PRIMARY KEY,PK_Substitute
visary_webapi_db,Base,Substitute,,2,StandInUserId,int4,NO,,,FOREIGN KEY,FK_Substitute_User_StandInUserId
visary_webapi_db,Base,Substitute,,3,PresentUserId,int4,NO,,,FOREIGN KEY,FK_Substitute_User_PresentUserId
visary_webapi_db,Base,Substitute,,4,Period_Start,date,YES,,,,
visary_webapi_db,Base,Substitute,,5,Period_End,date,YES,,,,
visary_webapi_db,Base,Substitute,,6,CreatorUserId,int4,NO,,,FOREIGN KEY,FK_Substitute_User_CreatorUserId
visary_webapi_db,Base,Substitute,,7,Description,text,YES,,,,
visary_webapi_db,Base,Substitute,,8,Status,int4,NO,,,,
visary_webapi_db,Base,Substitute,,9,Hidden,bool,NO,,,,
visary_webapi_db,Base,User,,1,ID,int4,NO,,,PRIMARY KEY,PK_User
visary_webapi_db,Base,User,,2,AvatarUrl,text,YES,,,,
visary_webapi_db,Base,User,,3,Title,varchar(255),YES,,,,
visary_webapi_db,Base,User,,4,Hidden,bool,NO,,,,
visary_webapi_db,Base,UserAndUserGroup,,1,ID,int4,NO,,,PRIMARY KEY,PK_UserAndUserGroup
visary_webapi_db,Base,UserAndUserGroup,,2,UserId,int4,NO,,,FOREIGN KEY,FK_UserAndUserGroup_User_UserId
visary_webapi_db,Base,UserAndUserGroup,,3,GroupId,int4,NO,,,FOREIGN KEY,FK_UserAndUserGroup_UserGroup_GroupId
visary_webapi_db,Base,UserGroup,,1,ID,int4,NO,,,PRIMARY KEY,PK_UserGroup
visary_webapi_db,Base,UserGroup,,2,Title,text,YES,,,,
visary_webapi_db,Base,UserGroup,,3,AvatarUrl,text,YES,,,,
visary_webapi_db,Base,UserGroup,,4,IsSystem,bool,NO,,,,
visary_webapi_db,Base,UserGroup,,5,Hidden,bool,NO,,,,
visary_webapi_db,Base,UserGroupAndRole,,1,ID,int4,NO,,,PRIMARY KEY,PK_UserGroupAndRole
visary_webapi_db,Base,UserGroupAndRole,,2,Hidden,bool,NO,,,,
visary_webapi_db,Base,UserGroupAndRole,,3,ObjLeftId,int4,NO,,,FOREIGN KEY,FK_UserGroupAndRole_UserGroup_ObjLeftId
visary_webapi_db,Base,UserGroupAndRole,,4,ObjRightId,int4,NO,,,FOREIGN KEY,FK_UserGroupAndRole_Role_ObjRightId
visary_webapi_db,Base,UserGroupModel,,1,ID,int4,NO,,,PRIMARY KEY,PK_UserGroupModel
visary_webapi_db,Base,UserGroupModel,,2,AvatarUrl,text,YES,,,,
visary_webapi_db,Base,UserGroupModel,,3,Title,text,YES,,,,
visary_webapi_db,Base,UserGroupModel,,4,IsPrivate,bool,NO,,,,
visary_webapi_db,Base,UserGroupModel,,5,IsSystem,bool,NO,,,,
visary_webapi_db,Base,UserGroupModel,,6,UserCount,int4,NO,,,,
visary_webapi_db,Base,UserGroupModel,,7,Hidden,bool,NO,,,,
visary_webapi_db,Base,UserLastActivity,,1,ID,int4,NO,,,PRIMARY KEY,PK_UserLastActivity
visary_webapi_db,Base,UserLastActivity,,2,LastActionTimestamp,timestamptz,NO,,,,
visary_webapi_db,Base,UserModel,,1,ID,int4,NO,,,PRIMARY KEY,PK_UserModel
visary_webapi_db,Base,UserModel,,2,AvatarUrl,text,YES,,,,
visary_webapi_db,Base,UserModel,,3,IdentityEmail,varchar(255),YES,,,,
visary_webapi_db,Base,UserModel,,4,IdentityLogin,varchar(255),YES,,,,
visary_webapi_db,Base,UserModel,,5,NickName,varchar(255),YES,,,,
visary_webapi_db,Base,UserModel,,6,AdminLevel,int4,YES,,,,
visary_webapi_db,Base,UserModel,,7,IdentityPhone,varchar(255),YES,,,,
visary_webapi_db,Base,UserModel,,8,ContactEmail,varchar(255),YES,,,,
visary_webapi_db,Base,UserModel,,9,ContactPhone,varchar(255),YES,,,,
visary_webapi_db,Base,UserModel,,10,IsEnabled,bool,NO,,,,
visary_webapi_db,Base,UserModel,,11,IsActive,bool,NO,,,,
visary_webapi_db,Base,UserModel,,12,IsLdap,bool,NO,,,,
visary_webapi_db,Base,UserModel,,13,LdapServer,varchar(255),YES,,,,
visary_webapi_db,Base,UserModel,,14,LdapLogin,varchar(255),YES,,,,
visary_webapi_db,Base,UserModel,,15,Hidden,bool,NO,,,,
visary_webapi_db,Data,AcceptedContract,,1,ID,int4,NO,,,PRIMARY KEY,PK_AcceptedContract
visary_webapi_db,Data,AcceptedContract,,2,WBSContractID,int4,YES,,,FOREIGN KEY,FK_AcceptedContract_WBSContract_WBSContractID
visary_webapi_db,Data,AcceptedContract,,3,ClosureDocumentID,int4,YES,,,FOREIGN KEY,FK_AcceptedContract_ClosureDocument_ClosureDocumentID
visary_webapi_db,Data,AcceptedContract,,4,Title,text,YES,,,,
visary_webapi_db,Data,AcceptedContract,,5,Sum,numeric,NO,,,,
visary_webapi_db,Data,AcceptedContract,,6,DateUpdate,date,YES,,,,
visary_webapi_db,Data,AcceptedContract,,7,Status,int4,NO,,,,
visary_webapi_db,Data,AcceptedContract,,8,ContractID,int4,NO,,,FOREIGN KEY,FK_AcceptedContract_Contract_ContractID
visary_webapi_db,Data,AcceptedContract,,9,ReportingPeriod,text,YES,,,,
visary_webapi_db,Data,AcceptedContract,,10,Quantity,float8,YES,,,,
visary_webapi_db,Data,AcceptedContract,,11,UnitID,int4,YES,,,FOREIGN KEY,FK_AcceptedContract_Unit_UnitID
visary_webapi_db,Data,AcceptedContract,,12,PaymentID,int4,YES,,,FOREIGN KEY,FK_AcceptedContract_Payment_PaymentID
visary_webapi_db,Data,AcceptedContract,,13,Version,timestamptz,YES,,,,
visary_webapi_db,Data,AcceptedContract,,14,Color,text,YES,,,,
visary_webapi_db,Data,AcceptedContract,,15,DuplicateColor,text,YES,,,,
visary_webapi_db,Data,AcceptedContract,,16,Verified,bool,NO,,,,
visary_webapi_db,Data,AcceptedContract,,17,Comment,text,YES,,,,
visary_webapi_db,Data,AcceptedContract,,18,Hidden,bool,NO,,,,
visary_webapi_db,Data,AcceptedContract,,19,PlanMonth,int4,NO,,,,
visary_webapi_db,Data,AcceptedContract,,20,PlanQuarter,int4,NO,,,,
visary_webapi_db,Data,AcceptedContract,,21,PlanYear,int4,NO,,,,
visary_webapi_db,Data,AddAgreement,,1,ID,int4,NO,,,PRIMARY KEY,PK_AddAgreement
visary_webapi_db,Data,AddAgreement,,2,ContractID,int4,YES,,,FOREIGN KEY,FK_AddAgreement_Contract_ContractID
visary_webapi_db,Data,AddAgreement,,3,Date,date,YES,,,,
visary_webapi_db,Data,AddAgreement,,4,Sum,numeric,YES,,,,
visary_webapi_db,Data,AddAgreement,,5,Files,text,YES,,,,
visary_webapi_db,Data,AddAgreement,,6,Status,int4,NO,,,,
visary_webapi_db,Data,AddAgreement,,7,ProjectDocID,int4,YES,,,FOREIGN KEY,FK_AddAgreement_ProjectDoc_ProjectDocID
visary_webapi_db,Data,AddAgreement,,8,Hidden,bool,NO,,,,
visary_webapi_db,Data,AddDictionaryName,,1,ID,int4,NO,,,PRIMARY KEY,PK_AddDictionaryName
visary_webapi_db,Data,AddDictionaryName,,2,Title,text,YES,,,,
visary_webapi_db,Data,AddDictionaryName,,3,Code,varchar(4),YES,,,,
visary_webapi_db,Data,AddDictionaryName,,4,Status,int4,YES,,,,
visary_webapi_db,Data,AddDictionaryName,,5,AuthorID,int4,YES,,,FOREIGN KEY,FK_AddDictionaryName_User_AuthorID
visary_webapi_db,Data,AddDictionaryName,,6,CreateDate,timestamptz,NO,,,,
visary_webapi_db,Data,AddDictionaryName,,7,ApprovalDate,timestamptz,YES,,,,
visary_webapi_db,Data,AddDictionaryName,,8,Hidden,bool,NO,,,,
visary_webapi_db,Data,AdditionalDictionary,,1,ID,int4,NO,,,PRIMARY KEY,PK_AdditionalDictionary
visary_webapi_db,Data,AdditionalDictionary,,2,DictionaryID,int4,YES,,,FOREIGN KEY,FK_AdditionalDictionary_AddDictionaryName_DictionaryID
visary_webapi_db,Data,AdditionalDictionary,,3,Title,text,YES,,,,
visary_webapi_db,Data,AdditionalDictionary,,4,Code,varchar(4),YES,,,,
visary_webapi_db,Data,AdditionalDictionary,,5,Status,int4,YES,,,,
visary_webapi_db,Data,AdditionalDictionary,,6,AuthorID,int4,YES,,,FOREIGN KEY,FK_AdditionalDictionary_User_AuthorID
visary_webapi_db,Data,AdditionalDictionary,,7,CreateDate,timestamptz,NO,,,,
visary_webapi_db,Data,AdditionalDictionary,,8,ApprovalDate,timestamptz,YES,,,,
visary_webapi_db,Data,AdditionalDictionary,,9,Hidden,bool,NO,,,,
visary_webapi_db,Data,AdditionalPropertiesConfig,,1,ID,int4,NO,,,PRIMARY KEY,PK_AdditionalPropertiesConfig
visary_webapi_db,Data,AdditionalPropertiesConfig,,2,Title,text,YES,,,,
visary_webapi_db,Data,AdditionalPropertiesConfig,,3,Hidden,bool,NO,,,,
visary_webapi_db,Data,AdditionalPropertiesConfig_Properties,,1,ID,int4,NO,,,PRIMARY KEY,PK_AdditionalPropertiesConfig_Properties
visary_webapi_db,Data,AdditionalPropertiesConfig_Properties,,2,AdditionalPropertyID,int4,NO,,,FOREIGN KEY,FK_AdditionalPropertiesConfig_Properties_AdditionalProperty_Ad~
visary_webapi_db,Data,AdditionalPropertiesConfig_Properties,,3,OwnerID,int4,NO,,,FOREIGN KEY,FK_AdditionalPropertiesConfig_Properties_AdditionalPropertiesC~
visary_webapi_db,Data,AdditionalPropertiesConfig_Properties,,4,SortOrder,float8,NO,,,,
visary_webapi_db,Data,AdditionalProperty,,1,ID,int4,NO,,,PRIMARY KEY,PK_AdditionalProperty
visary_webapi_db,Data,AdditionalProperty,,2,Title,text,YES,,,,
visary_webapi_db,Data,AdditionalProperty,,3,PropertyTypeID,int4,NO,,,FOREIGN KEY,FK_AdditionalProperty_AdditionalPropertyType_PropertyTypeID
visary_webapi_db,Data,AdditionalProperty,,4,Parameters,text,YES,,,,
visary_webapi_db,Data,AdditionalProperty,,5,DefaultValue,text,YES,,,,
visary_webapi_db,Data,AdditionalProperty,,6,Required,bool,NO,,,,
visary_webapi_db,Data,AdditionalProperty,,7,Hidden,bool,NO,,,,
visary_webapi_db,Data,AdditionalPropertyType,,1,ID,int4,NO,,,PRIMARY KEY,PK_AdditionalPropertyType
visary_webapi_db,Data,AdditionalPropertyType,,2,Title,text,YES,,,,
visary_webapi_db,Data,AdditionalPropertyType,,3,ViewComponentName,varchar(255),YES,,,,
visary_webapi_db,Data,AdditionalPropertyType,,4,Hidden,bool,NO,,,,
visary_webapi_db,Data,AdditionalPropertyType_ViewComponentParameters,,1,ID,int4,NO,,,PRIMARY KEY,PK_AdditionalPropertyType_ViewComponentParameters
visary_webapi_db,Data,AdditionalPropertyType_ViewComponentParameters,,2,Title,varchar(255),YES,,,,
visary_webapi_db,Data,AdditionalPropertyType_ViewComponentParameters,,3,ParameterName,varchar(255),YES,,,,
visary_webapi_db,Data,AdditionalPropertyType_ViewComponentParameters,,4,ViewComponentName,varchar(255),YES,,,,
visary_webapi_db,Data,AdditionalPropertyType_ViewComponentParameters,,5,OwnerID,int4,NO,,,FOREIGN KEY,FK_AdditionalPropertyType_ViewComponentParameters_AdditionalPr~
visary_webapi_db,Data,AdditionalPropertyType_ViewComponentParameters,,6,SortOrder,float8,NO,,,,
visary_webapi_db,Data,AnalogBudgetWBS,,1,ID,int4,NO,,,PRIMARY KEY,PK_AnalogBudgetWBS
visary_webapi_db,Data,AnalogBudgetWBS,,2,WBSID,int4,NO,,,FOREIGN KEY,FK_AnalogBudgetWBS_WBS_WBSID
visary_webapi_db,Data,AnalogBudgetWBS,,3,ConstructionSiteAnalogID,int4,NO,,,FOREIGN KEY,FK_AnalogBudgetWBS_ConstructionSiteAnalog_ConstructionSiteAnal~
visary_webapi_db,Data,AnalogBudgetWBS,,4,DeclaredSum,numeric,NO,,,,
visary_webapi_db,Data,AnalogBudgetWBS,,5,ConstructionSiteID,int4,YES,,,,
visary_webapi_db,Data,AnalogBudgetWBS,,6,AuthorID,int4,YES,,,FOREIGN KEY,FK_AnalogBudgetWBS_User_AuthorID
visary_webapi_db,Data,AnalogBudgetWBS,,7,LastUpdate,timestamptz,NO,,,,
visary_webapi_db,Data,AnalogBudgetWBS,,8,CalculateDate,date,YES,,,,
visary_webapi_db,Data,AnalogBudgetWBS,,9,Hidden,bool,NO,,,,
visary_webapi_db,Data,AnalogCriteria,,1,ID,int4,NO,,,PRIMARY KEY,PK_AnalogCriteria
visary_webapi_db,Data,AnalogCriteria,,2,Title,text,YES,,,,
visary_webapi_db,Data,AnalogCriteria,,3,ConstructionSiteID,int4,YES,,,,
visary_webapi_db,Data,AnalogCriteria,,4,IsTown,bool,NO,,,,
visary_webapi_db,Data,AnalogCriteria,,5,IsRegion,bool,NO,,,,
visary_webapi_db,Data,AnalogCriteria,,6,IsEstateClass,bool,NO,,,,
visary_webapi_db,Data,AnalogCriteria,,7,IsFinishingMaterial,bool,NO,,,,
visary_webapi_db,Data,AnalogCriteria,,8,IsBuildingMaterial,bool,NO,,,,
visary_webapi_db,Data,AnalogCriteria,,9,IsType,bool,NO,,,,
visary_webapi_db,Data,AnalogCriteria,,10,FinishPeriod_Start,date,YES,,,,
visary_webapi_db,Data,AnalogCriteria,,11,FinishPeriod_End,date,YES,,,,
visary_webapi_db,Data,AnalogCriteria,,12,AnalogStartPriceResidental,numeric,YES,,,,
visary_webapi_db,Data,AnalogCriteria,,13,AnalogFinishPriceResidental,numeric,YES,,,,
visary_webapi_db,Data,AnalogCriteria,,14,AnalogSalesResidentalQuarter,numeric,YES,,,,
visary_webapi_db,Data,AnalogCriteria,,15,AnalogPriceNonResidental,numeric,YES,,,,
visary_webapi_db,Data,AnalogCriteria,,16,AnalogPriceParking,numeric,YES,,,,
visary_webapi_db,Data,AnalogCriteria,,17,AnalogPriceOtherNonResidental,numeric,YES,,,,
visary_webapi_db,Data,AnalogCriteria,,18,AnalogPriceParkingUnit,numeric,YES,,,,
visary_webapi_db,Data,AnalogCriteria,,19,IsCommissioning,bool,YES,,,,
visary_webapi_db,Data,AnalogCriteria,,20,RoomCategory,int4,YES,,,,
visary_webapi_db,Data,AnalogCriteria,,21,AnalogSearchRadious,int4,YES,,,,
visary_webapi_db,Data,AnalogCriteria,,22,CalculateDate,date,YES,,,,
visary_webapi_db,Data,AnalogCriteria,,23,AnalogSalesResidentalPercent,float8,YES,,,,
visary_webapi_db,Data,AnalogCriteria,,24,AnalogPhotoLocation,text,YES,,,,
visary_webapi_db,Data,AnalogCriteria,,25,ReportFiles,text,YES,,,,
visary_webapi_db,Data,AnalogCriteria,,26,FinishingStartPeriod,date,YES,,,,
visary_webapi_db,Data,AnalogCriteria,,27,FinishingEndPeriod,date,YES,,,,
visary_webapi_db,Data,AnalogCriteria,,28,Hidden,bool,NO,,,,
visary_webapi_db,Data,AnalogCriteriaType,,1,ID,int4,NO,,,PRIMARY KEY,PK_AnalogCriteriaType
visary_webapi_db,Data,AnalogCriteriaType,,2,Title,text,YES,,,,
visary_webapi_db,Data,AnalogCriteriaType,,3,Code,varchar(4),YES,,,,
visary_webapi_db,Data,AnalogCriteriaType,,4,Status,int4,YES,,,,
visary_webapi_db,Data,AnalogCriteriaType,,5,Hidden,bool,NO,,,,
visary_webapi_db,Data,AnalogCriteria_AnalogBuildingMaterials,,1,ID,int4,NO,,,PRIMARY KEY,PK_AnalogCriteria_AnalogBuildingMaterials
visary_webapi_db,Data,AnalogCriteria_AnalogBuildingMaterials,,2,OwnerID,int4,NO,,,FOREIGN KEY,FK_AnalogCriteria_AnalogBuildingMaterials_AnalogCriteria_Owner~
visary_webapi_db,Data,AnalogCriteria_AnalogBuildingMaterials,,3,ObjectID,int4,NO,,,FOREIGN KEY,FK_AnalogCriteria_AnalogBuildingMaterials_BuildingMaterial_Obj~
visary_webapi_db,Data,AnalogCriteria_AnalogConstructionTypes,,1,ID,int4,NO,,,PRIMARY KEY,PK_AnalogCriteria_AnalogConstructionTypes
visary_webapi_db,Data,AnalogCriteria_AnalogConstructionTypes,,2,OwnerID,int4,NO,,,FOREIGN KEY,FK_AnalogCriteria_AnalogConstructionTypes_AnalogCriteria_Owner~
visary_webapi_db,Data,AnalogCriteria_AnalogConstructionTypes,,3,ObjectID,int4,NO,,,FOREIGN KEY,FK_AnalogCriteria_AnalogConstructionTypes_ConstructionType_Obj~
visary_webapi_db,Data,AnalogCriteria_AnalogEstateClasses,,1,ID,int4,NO,,,PRIMARY KEY,PK_AnalogCriteria_AnalogEstateClasses
visary_webapi_db,Data,AnalogCriteria_AnalogEstateClasses,,2,OwnerID,int4,NO,,,FOREIGN KEY,FK_AnalogCriteria_AnalogEstateClasses_AnalogCriteria_OwnerID
visary_webapi_db,Data,AnalogCriteria_AnalogEstateClasses,,3,ObjectID,int4,NO,,,FOREIGN KEY,FK_AnalogCriteria_AnalogEstateClasses_EstateClass_ObjectID
visary_webapi_db,Data,AnalogCriteria_AnalogFinishingMaterials,,1,ID,int4,NO,,,PRIMARY KEY,PK_AnalogCriteria_AnalogFinishingMaterials
visary_webapi_db,Data,AnalogCriteria_AnalogFinishingMaterials,,2,OwnerID,int4,NO,,,FOREIGN KEY,FK_AnalogCriteria_AnalogFinishingMaterials_AnalogCriteria_Owne~
visary_webapi_db,Data,AnalogCriteria_AnalogFinishingMaterials,,3,ObjectID,int4,NO,,,FOREIGN KEY,FK_AnalogCriteria_AnalogFinishingMaterials_FinishingMaterial_O~
visary_webapi_db,Data,AnalogCriteria_AnalogRegions,,1,ID,int4,NO,,,PRIMARY KEY,PK_AnalogCriteria_AnalogRegions
visary_webapi_db,Data,AnalogCriteria_AnalogRegions,,2,OwnerID,int4,NO,,,FOREIGN KEY,FK_AnalogCriteria_AnalogRegions_AnalogCriteria_OwnerID
visary_webapi_db,Data,AnalogCriteria_AnalogRegions,,3,ObjectID,int4,NO,,,FOREIGN KEY,FK_AnalogCriteria_AnalogRegions_Region_ObjectID
visary_webapi_db,Data,AnalogCriteria_AnalogTowns,,1,ID,int4,NO,,,PRIMARY KEY,PK_AnalogCriteria_AnalogTowns
visary_webapi_db,Data,AnalogCriteria_AnalogTowns,,2,OwnerID,int4,NO,,,FOREIGN KEY,FK_AnalogCriteria_AnalogTowns_AnalogCriteria_OwnerID
visary_webapi_db,Data,AnalogCriteria_AnalogTowns,,3,ObjectID,int4,NO,,,FOREIGN KEY,FK_AnalogCriteria_AnalogTowns_Town_ObjectID
visary_webapi_db,Data,AnalogCriteria_AnalogTypes,,1,ID,int4,NO,,,PRIMARY KEY,PK_AnalogCriteria_AnalogTypes
visary_webapi_db,Data,AnalogCriteria_AnalogTypes,,2,OwnerID,int4,NO,,,FOREIGN KEY,FK_AnalogCriteria_AnalogTypes_AnalogCriteria_OwnerID
visary_webapi_db,Data,AnalogCriteria_AnalogTypes,,3,ObjectID,int4,NO,,,FOREIGN KEY,FK_AnalogCriteria_AnalogTypes_AnalogCriteriaType_ObjectID
visary_webapi_db,Data,AnalogToRatesPrices,,1,ID,int4,NO,,,PRIMARY KEY,PK_AnalogToRatesPrices
visary_webapi_db,Data,AnalogToRatesPrices,,2,Hidden,bool,NO,,,,
visary_webapi_db,Data,AnalogToRatesPrices,,3,ObjLeftId,int4,NO,,,FOREIGN KEY,FK_AnalogToRatesPrices_AnalogCriteria_ObjLeftId
visary_webapi_db,Data,AnalogToRatesPrices,,4,ObjRightId,int4,NO,,,FOREIGN KEY,FK_AnalogToRatesPrices_SiteRatesPrices_ObjRightId
visary_webapi_db,Data,AnalogType,,1,ID,int4,NO,,,PRIMARY KEY,PK_AnalogType
visary_webapi_db,Data,AnalogType,,2,Title,text,YES,,,,
visary_webapi_db,Data,AnalogType,,3,Status,int4,NO,,,,
visary_webapi_db,Data,AnalogType,,4,AuthorID,int4,NO,,,FOREIGN KEY,FK_AnalogType_User_AuthorID
visary_webapi_db,Data,AnalogType,,5,Code,varchar(4),YES,,,,
visary_webapi_db,Data,AnalogType,,6,Hidden,bool,NO,,,,
visary_webapi_db,Data,Analysis,,1,ID,int4,NO,,,PRIMARY KEY,PK_Analysis
visary_webapi_db,Data,Analysis,,2,AuditID,int4,YES,,,FOREIGN KEY,FK_Analysis_ProjectAudit_AuditID
visary_webapi_db,Data,Analysis,,3,Title,text,YES,,,,
visary_webapi_db,Data,Analysis,,4,DocFullPackage,int4,YES,,,,
visary_webapi_db,Data,Analysis,,5,TableNum,varchar(255),YES,,,,
visary_webapi_db,Data,Analysis,,6,TableName,text,YES,,,,
visary_webapi_db,Data,Analysis,,7,Result,text,YES,,,,
visary_webapi_db,Data,Analysis,,8,Date,date,YES,,,,
visary_webapi_db,Data,Analysis,,9,AnalysisType,int4,NO,,,,
visary_webapi_db,Data,Analysis,,10,Status,int4,NO,,,,
visary_webapi_db,Data,Analysis,,11,AuthorID,int4,YES,,,FOREIGN KEY,FK_Analysis_User_AuthorID
visary_webapi_db,Data,Analysis,,12,ResponsibleID,int4,YES,,,FOREIGN KEY,FK_Analysis_User_ResponsibleID
visary_webapi_db,Data,Analysis,,13,Files,text,YES,,,,
visary_webapi_db,Data,Analysis,,14,ProjectID,int4,YES,,,,
visary_webapi_db,Data,Analysis,,15,Group,int4,YES,,,,
visary_webapi_db,Data,Analysis,,16,Compliance,int4,YES,,,,
visary_webapi_db,Data,Analysis,,17,SortOrder,int4,NO,,,,
visary_webapi_db,Data,Analysis,,18,Comment,text,YES,,,,
visary_webapi_db,Data,Analysis,,19,DegreeOfReadiness,float8,YES,,,,
visary_webapi_db,Data,Analysis,,20,Color,text,YES,,,,
visary_webapi_db,Data,Analysis,,21,Version,timestamptz,YES,,,,
visary_webapi_db,Data,Analysis,,22,ReportFiles,text,YES,,,,
visary_webapi_db,Data,Analysis,,23,AnalysisStatus,int4,YES,,,,
visary_webapi_db,Data,Analysis,,24,Hidden,bool,NO,,,,
visary_webapi_db,Data,AnalysisByStage,,1,ID,int4,NO,,,PRIMARY KEY,PK_AnalysisByStage
visary_webapi_db,Data,AnalysisByStage,,2,AnalysisType,int4,NO,,,,
visary_webapi_db,Data,AnalysisByStage,,3,Stage,int4,NO,,,,
visary_webapi_db,Data,AnalysisByStage,,4,Weight,float8,YES,,,,
visary_webapi_db,Data,AnalysisByStage,,5,Title,text,YES,,,,
visary_webapi_db,Data,AnalysisByStage,,6,TableNum,text,YES,,,,
visary_webapi_db,Data,AnalysisByStage,,7,TableName,text,YES,,,,
visary_webapi_db,Data,AnalysisByStage,,8,SortOrder,int4,YES,,,,
visary_webapi_db,Data,AnalysisByStage,,9,Group,int4,YES,,,,
visary_webapi_db,Data,AnalysisByStage,,10,IsCommentCopy,bool,NO,,,,
visary_webapi_db,Data,AnalysisByStage,,11,IsResultCopy,bool,NO,,,,
visary_webapi_db,Data,AnalysisByStage,,12,IsDocStatusCopy,bool,NO,,,,
visary_webapi_db,Data,AnalysisByStage,,13,Hidden,bool,NO,,,,
visary_webapi_db,Data,AnalysisLicense,,1,ID,int4,NO,,,PRIMARY KEY,PK_AnalysisLicense
visary_webapi_db,Data,AnalysisLicense,,2,AnalysisID,int4,YES,,,FOREIGN KEY,FK_AnalysisLicense_Analysis_AnalysisID
visary_webapi_db,Data,AnalysisLicense,,3,ProjectLicensingID,int4,YES,,,FOREIGN KEY,FK_AnalysisLicense_ProjectLicensing_ProjectLicensingID
visary_webapi_db,Data,AnalysisLicense,,4,Hidden,bool,NO,,,,
visary_webapi_db,Data,AnalysisProjectManagement,,1,ID,int4,NO,,,PRIMARY KEY,PK_AnalysisProjectManagement
